,noticeID,user,assistant
41,Notice_NO_2936,": Atchafalaya River Segment : Cut and abandon 4,160 feet of an existing 22-inch Shell Pipeline, c onduct drillingand excavation operations to install 1,120- foot long pipeline to connect to the new HDD pipeline and to the exist ing pipeline at Berwick Station , construct a 40-foot wide by 50- foot long bore pitwithin a 200- foot wide by 200- foot long work space connected to a 40 -foot wide by 1,140- foot long excavated work space, place approximately 7,825 cubic yards excavated fill material in th ree temporary spoil placements,980 cubic yards of wood chips along pipeline, and a total of approximately 365 cubic yards within a 30- foot wide by 75- foot long and a 30- foot wide by 230-foot long areas in the Atchafalaya River.Bateman Island Segment : Cutand abandon 4,160 feet of an existing 22- inch Shell Pipeline, conduct drilling and excavation operations to install4,860 feet of the HDD pipeline, construct a 40-foot wide by 50- foot long bore pit within a 250- foot wide by 250- footlong work space and a 40-foot wide by 50- foot long bore pit within a 00- foot wide by 00- foot long work space connected to a 80- foot wide by ,860- foot long excavated work space, which includesplacing 1,75 cubic yards of woodchips in a 10- foot wide by ,860- foot long temporary spoil placement area along the south side of an 30- foot wide existing right -of-way (ROW), and placing approximately 1,75 cubic yards of wood chips in a 10- foot wide by ,860 foot long flotation channel within part of the ROW , ,330 cubic yards of wood chips in a 30- foot wide by ,860 foot long temporary spoil placement and ,330 cubic yards of woodchips in a 15- foot wide by ,860- foot long flotation channel , all on the north side of the ROW , place approximately 1,160 cubic yards of excavated fill material within temporary excavated workspace near bore pit area that is located within the 50- foot wide by 50- foot long work space, and 1,80 cubic yards of excavated fill material near bore pit area that is located within the 00- foot wide by 00- foot long work space. East of this work space, cut and abandon 5,175 feet of an existinginch Shell Pipeline, install a 50- foot wide by 1,89- foot long excavated work space , place approximately ,135 cubic yards of wood chips along 4,55- foot long HDD pipeline , and construct 40- foot wide by 54- foot long concrete dock, install four 5-pile clusters, and conduct clearing, grading, and chipping operations to place approximately 649 cubic yards of wood chips in a 00- foot wide by 350 -foot long work space . Bayou Shaffer Segment: Place 40 cubic yards of rip rap within a 30- foot wide by 155- foot long area in Bayou Shaffer, cut and abandon 5,175 feet of an existinginch Shell Pipeline, install 4,55 -foot long HDD pipeline, install a 40-foot wide by 50- foot long bore pit within a 00- foot wide by 00- foot long work space connected to a 75- foot wide by 400- foot long work space, place approximately 3,300 cubic yards of excavated material near bore pit area, 3,485 cubic yards of wood chips within a 75- foot wide by 15- foot long temporary spoil placement.Approximately 1.84 acres ofjurisdictional wetlands west of Atchafalaya River levee and 0.1 of an acre of open water in the Atchafalaya Riverwould be permanently impacted via project implementation . Approximately 1.9acres ofjurisdictional wetlands east of the Atchafalaya River levee and 0.10 of an acre of open water in Bayou Shaffer in would be permanently impacted via project implementation. Temporary impacts include 0.46 of an acre of non- wetlands and 3.63 acres of temporary spoil placement work areas. Therefore, a total of 14.1 acres of jurisdictional wetlands would be permanently impacted via project implementation. The applicant agrees to compensate for wetland impacts by purchasing credits at a De partment of the Army approved mitigation bank.","{'wetlands': [{'wetland_type': 'open water', 'impact_quantity': '0.1', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'loss'}, {'wetland_type': 'open water', 'impact_quantity': '0.10', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'loss'}, {'wetland_type': 'jurisdictional wetlands', 'impact_quantity': '14.1', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'loss'}]}"
42,Notice_NO_5425,"The applicant seeks authorization to rehabilitate and re- open the former Marina de Rincón facility. The proposed project would require the dredging of about 3,270 cubic yards of material from approximately 0.54 acres of waters of the United States within the marina basin to reach a water depth of 6.5 ft.Dredging the marina basin would result in impacts to approximately 0.06 acres of fringing mangroves existing along the northern margin of the basin. In addition, the project would require the dredging of about 2,354 cubic yards of sand from approximately 0.35 acres of waters of the U.S. to re -open the former marina entrance channel and reach a water depth of 6.5 ft. The total estimated volume of dredged material is 7,200 cubic yards, including over dredge. The marina basin would be dredged and de- watered prior to the dredging and opening of the entrance channel to prevent stagnant freshwater from the basin to flow out into the sea, and to minimize sedimentation/turbidity impacts to adjacent sensitive marine benthic resources. The proposed dredging activi ties would be conducted from uplands using long -reach excavators and other conventional earth moving equipment (the use of vessels/ barges is not anticipated as part of this project). The dredged material would be temporarily placed in a contained upland site located in the vicinity of the project area for dewatering . Once dry , the dredged material from the marina basin would be transported in dump trucks for final disposal at an authorized upland site, while the dredged sand from the marina entrance channel would be deposited above the mean high tide line in the adjoining beach to the southeast of the marina (as depicted in the enclosed drawings) . The proposed project activities would also include the improvement and extension of the existing breakwaters at both sides of the marina entrance channel . The north side breakwater would be extended approximately 82 ft in a southeast direction and would measure about 42 ft wide, while the south side breakwater would be extended 98 ft ina southeast direction and would have an approximate width of 74 ft. The extension of the breakwaters would require the discharge of about 1,177 cubic yards of fill material (core material and armor rock) into approximately 0.12 acres of waters of the U.S.The proposed project activities would further include the refurbishment of the existing boat ramp within the marina property. The ramp would be refurbished in its existing footprint under dry conditions, concurrent with the dredging of the marina basin.The top 4 inches of the ramp’s concrete surface would be removed, the reinforcing steel frame would be replaced, and a new concrete topping would be poured .The proposed 4 refurbishment of the boat ramp would require the discharge of fill material into approximately 0.01 acres of waters of the U.S . The proposed project would also entail the installation of a floating dock system in the marina basin. The floating dock system would consist of 12 floating finger piers measuring 25 ft long x 3 ft wide that would be connected to floating headwalks to be installed parallel to the eastern and western margins of the basin. Another headwalk would be installed along the northern margin of the basin. The floating dock system would be supported by 20 14- inches in diameter pilings and would occupy a total surface area of approximately 3,014 sq. ft (0.07 acres) . Ten 14-inchesin diameter mooring piles would be installed at the end of the boat slips (one between two boat slips). The proposed floating dock system would provide docking space for 20 small vessels.","{'wetlands': [{'wetland_type': 'waters of the United States', 'impact_quantity': '0.54', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'dredging'}, {'wetland_type': 'fringing mangroves', 'impact_quantity': '0.06', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'waters of the U.S.', 'impact_quantity': '0.35', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'dredging'}, {'wetland_type': 'waters of the U.S.', 'impact_quantity': '0.12', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'fill'}, {'wetland_type': 'waters of the U.S.', 'impact_quantity': '0.01', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'fill'}]}"
43,Notice_NO_6555,"Project activities wouldrealignthe existing River Road , and includegradingand road construction, installing culverts , and construct ion ofa new bridge over Flat Creek.The work as proposed would permanently fill1.58 acres of palustrine forested wetlands and 147 linear feet of Flat Creek. Approximately 1,120 cubic yards of commercially obtained local borrow material and riprap w ould be dischargedinto waters of the United States (WOTUS).","{'wetlands': [{'wetland_type': 'palustrine forested wetlands', 'impact_quantity': '1.58', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'loss'}, {'wetland_type': 'Flat Creek', 'impact_quantity': '147', 'impact_unit': 'linear feet', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
44,Notice_NO_6553,"The applicant seeks authorization to discharge 5,980 cubic yards of clean fill material into 1.99 acres of palustrine forested wetlands for construction of the new roadway alignment and 6.09 acres of palustrine forested wetlands for construction of the stormwater pond, for a total of 8.0 9 acres of wetland impacts. Secondary impacts to 2. 60 acres of palustrine forested wetlands associated with the roadway construction and 2. 20 acres of palustrine forested wetlands associated with the stormwater pond construction will also occur . Please note that a public notice was previously issued on February 23, 2023, for this project; however, a permit decision was not made and the project was redesigned to include a new roadway alignment, as proposed above. The original proposed project involved impacts to 7.3 acres of wetlands. 3","{'wetlands': [{'wetland_type': 'palustrine forested wetlands', 'impact_quantity': '1.99', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'palustrine forested wetlands', 'impact_quantity': '6.09', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'palustrine forested wetlands', 'impact_quantity': '2.60', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'secondary impact'}, {'wetland_type': 'palustrine forested wetlands', 'impact_quantity': '2.20', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'secondary impact'}]}"
45,Notice_NO_6572,"Clear, grade, excavate, and fill for culverted road crossings, residential apartment complex, drainage infrastructure, and detentions ponds, associated with the Tamanend mix-use development . The project as proposed would directlyimpact approximately 5.42- acres of jurisdictional wetlan ds.","{'wetlands': [{'wetland_type': 'unknown', 'impact_quantity': '5.42', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
46,Notice_NO_6551,"The applicant proposes the establishment and operation of a mitigation bank named the West of Neutral Mitigation Bank ( WNMB).Thebank site is 1,652 acres that fronts approximately 6.65 river milesof the lower Sabine River.It proposes to preserve approximately 1,455.70acres of high priority bottomlands and4.82 acres of open water in a key location that willcontribute to the ecological sustainability of the watershed.There are also minor aspe cts of enhancement through recovery of areas previously used for silviculture, and removal of invasive species, but the acreages where this will occur are limited.The p roposed Bank Prospectusdetails specific physical, chemical, and biological characteri stics of the siteand services to the Sabine Lake estuary.","{'wetlands': [{'wetland_type': 'bottomlands', 'impact_quantity': '1,455.70', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'preservation'}, {'wetland_type': 'open water', 'impact_quantity': '4.82', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'preservation'}]}"
47,Notice_NO_6562,"The applicant proposes to place fill within open water and modify an existing anthropogenically ‐created island to improve nesting habitat forwaterbirds. Specifically, the applicant proposes to construct an erosion control structure erosion control structure around the per imeter of an existing island, and place fill in nearshore o pen waters to expand upland nesting habitatand tidal wetlands. As proposed, 1.35‐ acres ofnearshore open water with bare bottomand 0.15- acres of tidal wetlandswill be filled with sand to expand the upland portion of the island to 1.02- acres and create 0.33- acres of tidal wetlands , a net growth of 0.18- acres of tidal wetlands . Additionally, a 1,155 linear foot erosion control structure will be constructed with a crest elevation of+3.5 feet NAVD and 2:1 side slope, with a width of 10 feet wide at the crest and a width of 24 feet at the base. The erosion control structure is planned to have an approximately 20 feet wide gap located on the southwestern side of the island to facilitate juvenile bird entry and egress and long‐ term management by Coastal Ben Bays & Estuaries Program . The total project footprint is planned to be 1.64 acres with 2,600 cubic yards of sand and approximately 2,100 cubic yards of rock proposed to be placed. Fill material is proposed to be supplied from a third- party source and will be of clean and free of toxic materials. Native vegetation will be planted throughout the island to stabilize the sand fill and provide roosting birds with habitat and forage material.","{'wetlands': [{'wetland_type': 'nearshore open water', 'impact_quantity': '1.35', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'tidal wetlands', 'impact_quantity': '0.15', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'tidal wetlands', 'impact_quantity': '0.18', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'gain'}]}"
48,Notice_NO_6575,"The applicant proposes to permanently discharge6,080 cubic yards of fill material into 0.75acre of waters of the U .S. for erosion control and the development of three residential lot s.Specifically, 5,510 cubic yards ofclean earthen fill will be discharged into 0.75 acre herbaceous shrub wetlandsfor residential lot developmentand 570 cubic yards of rock riprap will be discharged into 0.007acre of shallow water habitat ofthe GIWWfor erosion controland shoreline protection .","{'wetlands': [{'wetland_type': 'herbaceous shrub wetlands', 'impact_quantity': '0.75', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'development'}, {'wetland_type': 'shallow water habitat', 'impact_quantity': '0.007', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'erosion control and shoreline protection'}]}"
49,Notice_NO_6598,"A Department of Army (DA) permit was issued to Belle View Subdivision, LLC, on September 15, 2 021, to clear, grade, excav ate and fill on a 23.9-acre site to construct a residential subdiv ision development.The permitted project impacted 2.96 acres of jurisdictional wetlands which wer e addressed through compensatory mitigation.During the course of c onstruction activities, an additional 0.73 acres of jurisdictional wetlands were permanently impacted for the construction of retention ponds. The applicant submitted a revised permit application for the additional unauthorized impacts .If a DA permit modification is found to be in the public inter est, the applicant has proposed to mitigate unavoidable wetlandsimpacts at an approved and acceptable mitigation bank within the N.O. District.The applicant may be required to fully or partially restore the site to pre-project conditions if issuan ce of a permit is determined to be contrary to the public interest.","{'wetlands': [{'wetland_type': 'jurisdictional wetlands', 'impact_quantity': '2.96', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'jurisdictional wetlands', 'impact_quantity': '0.73', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'loss'}]}"
50,Notice_NO_6581,"The applicant has requested Department of the Army authorization to clear, grade, excavate and deposit fill and/or aggregate material to construct a new four -lane fixed span bridge over the Red River including improvements to LA 511.In addition, the existing Jimmie Davis Bridge structure will be rehabilitated and repurposed into a linear park featuring bicycle and pedestrian access that will be compliant with Americans with Disabilities Act standards.Approximately 26, 050 cubic yards of stone, concrete and fill material would b e deposited in waters of the U.S.to achieve elevation requirements.A preliminary analysis has determined that the proposed project would impact approximately 6.8acres of forested wetlandsand 1.1 acres of emergent wetlands .","{'wetlands': [{'wetland_type': 'forested wetlands', 'impact_quantity': '6.8', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'emergent wetlands', 'impact_quantity': '1.1', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
51,Notice_NO_6567,"The applicant is proposing to clear, grade, place and maintain fill material for the construction of an industrial hydrogen/ammonia facility which includes a heavy haul road, marine terminal, and associated infrastructure.The project will utilize a natural gas pipeline to feed up to six ammonia trains each with a 3,600 metric tons per day capacity.The proposed project targets to capture approximately 98% of the generated carbon dioxide exporting it via pipeline and storing it in subterranean formations.The generated ammonia is being proposed to be exported via a new marine terminal to provide end market applications of marine fuel, power, fertilizer, and hydrogen generation.The proposed project is designed to generate 21,600 metric tons per day of liquid ammonia.The product ammonia isproposed to be stored onsite tankage for ship export and the carbon dioxide produced with be compressed and fed into the nearby Denbury pipeline.The project proposes to impact approximately 53. 9 acres of Mississippi River waterbottoms via dredging for marine terminal construction.The dredged waterbottoms would be disposed below the -55-foot contour within the Mississippi River downstream of the project site.The project proposes to directly approximately 15.61 acres of Mississippi River batture forested jurisdicitonal wetlands, and 30.8 acres of jurisdictional Other Waters of the US (Mississippi Riverand protected side waters).Approximately 68,000 cubic yards of hauled in material would be placed as fill in jurisdictional areas for the heavy haul and pipe rack installation, 31,000 cubic yards of steel piles placed in jurisdictional areas for the proposed marine terminal installation, and ,500 cubic yards of fill material for the proposed facility.Approximately ,615,000 of native material in the Mississippi River and 150,000 cubic yards of native material from the batture area would be excavated for the proposed marine terminal construction.Approximately 100,000 cubic yards of native material from the protected side of the levee would be excavated from jurisdictional areas for the proposed facility and its associated infrastructure.","{'wetlands': [{'wetland_type': 'Mississippi River waterbottoms', 'impact_quantity': '53.9', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'Mississippi River batture forested jurisdicitonal wetlands', 'impact_quantity': '15.61', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'Other Waters of the US (Mississippi River and protected side waters)', 'impact_quantity': '30.8', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
52,Notice_NO_6261,The applicant seeks authorization to fill 4.83 acres of WoUS (4.60 acres of wetlands and 0.23 acres of surface waters) for the proposed extension of Shady Lane.,"{'wetlands': [{'wetland_type': 'WoUS', 'impact_quantity': '4.60', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
53,Notice_NO_4207,"The applicant seeks authorization to discharge 11,085 cubic yards of fill into 1.91 acres of wetlands (1.76 acres of herbaceous wetlands and 0.15acres of forested), where an additional 0.88 acres of wetlands (0.71 acres of herbaceous wetlands and0.17 acres of forested) will indirectly impacted.The discharge of fill will support the installation of a new dry retention pond, launch pad, and sound barrier wall.","{'wetlands': [{'wetland_type': 'herbaceous', 'impact_quantity': '1.76', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'forested', 'impact_quantity': '0.15', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'herbaceous', 'impact_quantity': '0.71', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'forested', 'impact_quantity': '0.17', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
54,Notice_NO_5558,"The applicant seeks a 10 year re- authorization and expansion of an artificial reef site known as the Dog Ballard artificial reef. The proposed artificial reef would be ¼ nautical mile by ¼ nautical mile encompassing 52 acres of sand bottom. The proposed navigational clearance requested is -14’ M ean Low Low Water. All reef materials would be consistent with the publication Guidelines for Marine Artificial Reef Materials , 2nd edition, the National Artificial Reef Plan, the state of Florida Artificial Reef Strategic Plan, and the OAR Artificial Reef Development Plan. Materials would be transported by barge or ship and deployed using a crane and placed in ‘patch reefs’ at 500’ intervals within the permitted area. It is anticipated that at least 4 separate phases of reef deployments would be made over the course of the permit depending on funding and suitable reef material availability. It is proposed that each ‘ patch reef ’ cons ists of about 300 tons of reef materials or 153 cubic yards of mainly concrete depending on the type of materials deployed.For the life of this permit, it is proposed that up to 1,200 tons or 613 cubic yards of reef materials would be deployed on this si te. There is a 50’ buffer zone area inside the site borders on all sides where no materials would be deployed to ensure all reef materials are deployed within the permit site. CULTURAL RESOURCES :The Corps is not aware of any known historic properties within the p ermit area.By copy of this public notice, the Corps is providing information for review.Our final determination relative to historic resource impacts is subject to review by and coordination with the State Historic Preservation Officer and those federally recognized tribes with concerns in Florida and the Permit Area. ENDANGERED SPECIES:The Corps has determined the proposed project may affect, but is not likely to adversely affect swimming sea turtles, including green turtle ( Chelonia mydas), hawksbill ( Eretmochelys imbricate) , Kemp’s Ridley turtle ( Lepidochelys kempii ), leatherback turtle ( Dermochelys coriacea), loggerhead turtle ( Caretta caretta), Gulf Sturgeon ( Acipenser oxyrinchus desotoi ), and Smalltooth sawfish ( Pristis pectinata ). The Corps will request National Marine Fisheries Service concurrence with this determination pursuant to Section 7 of the Endangered Species Act .2 The Corps has determined, based on the use of The Corps of Engineers, Jacksonville District, and the State of Florida Effect Determination Key for the Manatee in Florida (April 2013) , that the proposed project may affect, but is not likely to adversely affect the West Indian manatee with the inclusion of conditions a, b, c, d, and e of the Standard Manatee Conditions for In- water Work (2011) . ESSENTIAL FISH HABITAT (EFH): This notice initiates consultation with the National Marine Fisheries Service on EFH as required by the Magnuson- Stevens Fishery Conservation and Management Act 1996. The proposal would impact approximately 52 acres of unconsolidated bottom (coarse, light brown color with small pieces of shell throughout) utilized by various life stages of species within the following Fisheries Managements Plans (shrimp, reef fish, stone crab and coastal migratory pelagics) .Our initial determination is that the proposed action would have a minor adverse impact on EFH or f ederally managed fisheries i n the Gulf of Mexico. Our final determination relative to project impacts and the need for mitigation measures is subject to review by and coordination with the National Marine Fisheries Service. NOTE: This public notice is being issued based on informa tion furnished by the applicant. This information has not been verified or evaluated to ensure compliance with laws and regulation governing the regulatory program.The jurisdictional line has been verified by Corps personnel. AUTHORIZATION FROM OTHER AGENCIES: Water Quality Certification may be required from the Florida Department of Environmental Protection and/or one of the state Water Management Districts. COMMENTS regarding the potential authorization of the work proposed should be submi tted in writing to the attention of the District Engineer through the Panama City Permits Section , 415 Richard Jackson Boulevard, Suite 411 , Panama City Beach, Florida 32407 within 30 days from the date of this notice. The decision whether to issue or deny this permit application will be based on the information received from this public notice and the evaluation of the probable impact to the associated wetlands. This is based on an analysis of the applicant's avoidance and minimization efforts for the project, as well as the compensatory mitigation proposed. QUESTIONS concerning this application should be directed to the project manager, Mrs. Lisa S. Lovvorn, in writing at the Panama City Permits Section, 415 Richard Jackson Boulevard, Suite 411, Pana ma City Beach, Florida 32407; by electronic mail at lisa.s.lovvorn @usace.army.mil ; or, by telephone at ( 850) 285-9533.IMPACT ON NATURAL RESOURCES: Coordination with U.S. Fish and Wildlife Service, Environmental Protection Agency (EPA), the National Marine Fisheries Services, and other Federal, State, and local agencies, environmental groups, and concerned citizens generally yields pertinent environmental information that is 3 instrumental in determining the impact the proposed action will have on the natural resources of the area. EVALUATION: The decision whether to issue a permit will be based on an evaluation of the probable impact including cumulative impacts of the proposed activity on the public interest. That decision will reflect the national concern for both protection and utilization of important resources. The benefits, which reasonably may be expected to accrue from the proposal, must be balanced against its reasonably foreseeable detriments. All factors which may be relevant to the proposal will be considered including cumulative impacts thereof; among these are conservation, economics, esthetics, general environmental concerns, wetlands, historical properties, fish and wildlife values, flood hazards, floodplain values, land use, navigation, shoreline erosion and accretion, recreation, water supply and conservation, water quality, energy needs, safety, food, and fiber production, mineral needs, considerations of property ownership, and in general, the needs and welfare of the people. Evaluation of the impact of the activity on the public interest will also include application of the guidelines promulgated by the Administrator, EPA, under authority of Section 404(b) of the Clean Water Act or the criteria established under authority of Section 102(a) of the Marine Protection Research and Sanctuaries Act of 1972. A permit will be granted unless its issuance is found to be contrary to the public interest. The Corps is soliciting comments from the public; Federal, State, and local agencies and o fficials; Indian Tribes; and other Interested parties in order to consider and evaluate the impacts of this proposed activity. Any comments received will be considered by the Corps to determine whether to issue, modify, condition, or deny a permit for this proposal. To make this determinat ion, comments are used to assess impacts to endangered species, historic properties, water quality, general environmental effects, and the other public interest factors listed above. Comments are also used to determine the need for a public hearing and to determine the overall public interest of the proposed activity.","{'wetlands': [{'wetland_type': 'artificial reef', 'impact_quantity': '52', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'damage'}]}"
55,Notice_NO_4456,":The applicant proposes to perform hydraulic dredgingto restore the mouth of the San Bernard River.A pproximately 123,000 cubic yards of materialwould be dredged initially, and maintenance dredging would be performed every two years thereafter.The proposed dredging would impact0.17 acre of beacharea,0.59 acre of dune area, and 0.35acre of marsh within the dredging footprint.The applicant proposes to discharge suitable sand material intothe surf zone for down shorebeach nourishment.Dredged material suitable for marsh creatio n will be used atthe mitigation site.","{'wetlands': [{'wetland_type': 'beach', 'impact_quantity': '0.17', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'dune', 'impact_quantity': '0.59', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'marsh', 'impact_quantity': '0.35', 'impact_unit': 'acre', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
56,Notice_NO_2762,":The applicant has requested Department of the Army authorization to clear, grade, excavate and deposit fill and/or aggregate material to construct and maintain an expansion to an ex isting residential subdivision (Clairmont Subdivision) to include roadways, utilities, re sidential lots, a community green space and a storm-water management retention basin with concrete weir and spillway.The proposed project is situated on an approx. 102-acre tr act and would impact approx. 2.8 acres of wetlands and approx. 1.1 acres of waters of the U.S.Approximately 0.49 acre of wetlandsand 0.50 acre of waters of the U.S. hav e been previously impacted and will be evaluated after the fact.It is presumed that the applicant has des igned the project to avoid and minimize direct and secondary adverse impacts to the maximum ex tent practicable.Any further reduction would limit usage of the propertyand, therefore function deeming the project impracticable. As compensation for unavoidable wetland impacts , the applicant proposes to mitigate in-kind wetland credits from a Corps approved mitigation bank located in the watershedThe applicant may be required to fully orpartially restore the site to pre-project conditions if issuance of a permit is determi ned to be contrary to the public interest.","{'wetlands': [{'wetland_type': 'unknown', 'impact_quantity': '2.8', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'unknown', 'impact_quantity': '0.49', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'unknown', 'impact_quantity': '1.1', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}, {'wetland_type': 'unknown', 'impact_quantity': '0.50', 'impact_unit': 'acres', 'impact_duration': 'unknown', 'impact_type': 'loss'}]}"
57,Notice_NO_2060,":On the flood side of the le vee, the applicant proposes to degrade approximately 1.71 acres ofthe bank for stability; clear, grade, and fill an area for temporary access and parking/la ydown area, and install and maintain a pile-supported dock, pipe rack, fire water in take structure, and other appur tenances.On the protected side of the levee, the applicant proposes to cl ear, grade, and fill to construct a rail yard, support area, additional pipe racks, and tw o tank yards to expand the existing REG Geismar main facility to meet the increasing demands for renewable diesel fuels.Project implementation will permanently impact approximately 19.1 acre s of forested wetlands, 7 acres of emergent wetlands, and 1.9 acres of jurisdictional waters.In addition, project implementation will temporarilyimpact approximatelyacre s of forested wetlands, 0.8 acre of emergent wetlands, and 0.15 acre of jurisdictional waters.The proposed project was designed to be incorporated into the existing infrastructure.By siting project components close together and adjacent to the existing facility, wetland impacts were avoided to t he maximum extent pr acticable.During construction, best management practices will be implemented to reduce impacts to surrounding areas.To compensate for unavoi dable wetland impacts, the applicant has agreed to purchase credits from an approved mitigation bank within the watershed of impact.","{'wetlands': [{'wetland_type': 'forested wetlands', 'impact_quantity': '19.1', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'loss'}, {'wetland_type': 'emergent wetlands', 'impact_quantity': '7', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'loss'}, {'wetland_type': 'jurisdictional waters', 'impact_quantity': '1.9', 'impact_unit': 'acres', 'impact_duration': 'permanent', 'impact_type': 'loss'}, {'wetland_type': 'forested wetlands', 'impact_quantity': 'acres', 'impact_unit': 'temporary', 'impact_duration': 'unknown', 'impact_type': 'unknown'}, {'wetland_type': 'emergent wetlands', 'impact_quantity': '0.8', 'impact_unit': 'acre', 'impact_duration': 'temporary', 'impact_type': 'loss'}, {'wetland_type': 'jurisdictional waters', 'impact_quantity': '0.15', 'impact_unit': 'acre', 'impact_duration': 'temporary', 'impact_type': 'loss'}]}"
